species,term,mean,median,sd
183319-PIN-BAN,annual_mean_temperature,0.404660425366037,0.404108897134051,0.028011654774482
183319-PIN-BAN,I(annual_mean_temperature^2),-0.0263563419528907,-0.026251722220036,0.0128932488748619
183319-PIN-BAN,annual_precipitation,-0.231684322037911,-0.233376179386679,0.02770412088988
183319-PIN-BAN,I(annual_precipitation^2),0.0803706130492517,0.0805866319754905,0.0237953117508861
183319-PIN-BAN,canopy_statusTRUE:annual_mean_temperature,0.0228564414773264,0.0222353490899156,0.0159937313562962
183319-PIN-BAN,canopy_statusTRUE:I(annual_mean_temperature^2),-0.0188352815368943,-0.0188744045256223,0.00902977531478368
183319-PIN-BAN,canopy_statusTRUE:annual_precipitation,0.127323329490809,0.126990739425404,0.0113511477681263
183319-PIN-BAN,canopy_statusTRUE:I(annual_precipitation^2),0.018670128104166,0.0190835161191585,0.00955939584265048
183319-PIN-BAN,dbh:annual_mean_temperature,-0.0103794410474166,-0.0106724083142441,0.00773955666800653
183319-PIN-BAN,dbh:I(annual_mean_temperature^2),-0.0734985528243712,-0.0733038892164535,0.00502217407539147
183319-PIN-BAN,dbh:annual_precipitation,-0.0728736223766283,-0.0725229908842468,0.00860399180411998
183319-PIN-BAN,dbh:I(annual_precipitation^2),0.0397015077575349,0.0398511896709532,0.00647069038886855
183319-PIN-BAN,I(dbh^2):annual_mean_temperature,0.00152860446677551,0.00153006519233218,0.00402103735812547
183319-PIN-BAN,I(dbh^2):I(annual_mean_temperature^2),0.0170158178000517,0.0169752481603055,0.00220211013634346
183319-PIN-BAN,I(dbh^2):annual_precipitation,0.0398652874908616,0.0399517649959021,0.00295427519575386
183319-PIN-BAN,I(dbh^2):I(annual_precipitation^2),-0.000509212291603516,-0.000545648952319657,0.00262681913902608
